dtc,meanRelabund,domTaxa,minClusterSize,deepSplit,mgCST
10,0.8405851111556855,Lactobacillus_crispatus_1,10,0,1
11,0.8117584386405232,Lactobacillus_crispatus_2,10,0,2
7,0.8643502635506987,Lactobacillus_crispatus_3,10,0,3
15,0.832163497025845,Lactobacillus_crispatus_4,10,0,4
2,0.5543876219627708,Lactobacillus_crispatus_5,10,0,5
13,0.8724524352608115,Lactobacillus_crispatus_6,10,0,6
14,0.8615226336749823,Lactobacillus_crispatus_8,10,0,7
8,0.5393181463996819,Lactobacillus_iners_1,10,0,8
4,0.6423276083559297,Lactobacillus_iners_2,10,0,9
6,0.6437070109366928,Lactobacillus_iners_4,10,0,10
12,0.732481416653051,Lactobacillus_iners_5,10,0,11
9,0.6937091744137587,Lactobacillus_iners_6,10,0,12
5,0.3834599655729295,UBA629_sp005465875_1,10,0,13
3,0.2995183160310313,Gardnerella_vaginalis_2,10,0,14
1,0.2454554787606375,MultiGenera,10,0,15
10,0.8405851111556855,Lactobacillus_crispatus_1,10,1,1
11,0.8117584386405232,Lactobacillus_crispatus_2,10,1,2
7,0.8643502635506987,Lactobacillus_crispatus_3,10,1,3
15,0.832163497025845,Lactobacillus_crispatus_4,10,1,4
17,0.8019165833754756,Lactobacillus_crispatus_5,10,1,5
13,0.8724524352608115,Lactobacillus_crispatus_6,10,1,6
16,0.7851632977693439,Lactobacillus_crispatus_7,10,1,7
14,0.8615226336749823,Lactobacillus_crispatus_8,10,1,8
8,0.5393181463996819,Lactobacillus_iners_1,10,1,9
4,0.6423276083559297,Lactobacillus_iners_2,10,1,10
6,0.6437070109366928,Lactobacillus_iners_4,10,1,11
12,0.732481416653051,Lactobacillus_iners_5,10,1,12
9,0.6937091744137587,Lactobacillus_iners_6,10,1,13
2,0.5072308267439688,Lactobacillus_iners_7,10,1,14
5,0.3834599655729295,UBA629_sp005465875_1,10,1,15
3,0.2995183160310313,Gardnerella_vaginalis_2,10,1,16
1,0.2454554787606375,MultiGenera,10,1,17
10,0.8405851111556855,Lactobacillus_crispatus_1,10,2,1
11,0.8117584386405232,Lactobacillus_crispatus_2,10,2,2
7,0.8643502635506987,Lactobacillus_crispatus_3,10,2,3
17,0.832163497025845,Lactobacillus_crispatus_4,10,2,4
19,0.8019165833754756,Lactobacillus_crispatus_5,10,2,5
14,0.8724524352608115,Lactobacillus_crispatus_6,10,2,6
18,0.7851632977693439,Lactobacillus_crispatus_7,10,2,7
16,0.8615226336749823,Lactobacillus_crispatus_8,10,2,8
8,0.5393181463996819,Lactobacillus_iners_1,10,2,9
4,0.6423276083559297,Lactobacillus_iners_2,10,2,10
6,0.6437070109366928,Lactobacillus_iners_4,10,2,11
12,0.732481416653051,Lactobacillus_iners_5,10,2,12
9,0.6937091744137587,Lactobacillus_iners_6,10,2,13
20,0.7592623851065965,Lactobacillus_iners_7,10,2,14
5,0.3834599655729295,UBA629_sp005465875_1,10,2,15
15,0.4658780758653562,Gardnerella_vaginalis_2,10,2,16
13,0.2719429812326088,Gardnerella_swidsinkii_1,10,2,17
3,0.26770508568279994,Gardnerella_swidsinkii_2,10,2,18
2,0.48895663520105925,Lactobacillus_paragasseri,10,2,19
1,0.2454554787606375,MultiGenera,10,2,20
11,0.8405851111556855,Lactobacillus_crispatus_1,10,3,1
12,0.8117584386405232,Lactobacillus_crispatus_2,10,3,2
8,0.8643502635506987,Lactobacillus_crispatus_3,10,3,3
19,0.832163497025845,Lactobacillus_crispatus_4,10,3,4
23,0.8019165833754756,Lactobacillus_crispatus_5,10,3,5
16,0.8724524352608115,Lactobacillus_crispatus_6,10,3,6
22,0.7851632977693439,Lactobacillus_crispatus_7,10,3,7
18,0.8615226336749823,Lactobacillus_crispatus_8,10,3,8
30,0.6363056346136052,Lactobacillus_gasseri_1,10,3,9
27,0.6550759289434165,Lactobacillus_gasseri_2,10,3,10
9,0.5393181463996819,Lactobacillus_iners_1,10,3,11
3,0.6423276083559297,Lactobacillus_iners_2,10,3,12
7,0.6437070109366928,Lactobacillus_iners_4,10,3,13
13,0.732481416653051,Lactobacillus_iners_5,10,3,14
10,0.6937091744137587,Lactobacillus_iners_6,10,3,15
26,0.7592623851065965,Lactobacillus_iners_7,10,3,16
29,0.6945362463217604,Lactobacillus_jensenii_2,10,3,17
32,0.7044081809312849,Lactobacillus_jensenii_3,10,3,18
6,0.3834599655729295,UBA629_sp005465875_1,10,3,19
24,0.35553744845093355,UBA629_sp005465875_3,10,3,20
20,0.3796407402391252,UBA629_sp005465875_4,10,3,21
17,0.4658780758653562,Gardnerella_vaginalis_2,10,3,22
14,0.2719429812326088,Gardnerella_swidsinkii_1,10,3,23
15,0.26427529721869136,Gardnerella_swidsinkii_2,10,3,24
28,0.5773695750892771,Gardnerella_piotii_1,10,3,25
25,0.42457641331631196,Lactobacillus_paragasseri,10,3,26
21,0.3933641385218861,Limosilactobacillus_oris,10,3,27
31,0.580188131808472,Lactobacillus_mulieris_1,10,3,28
2,0.44419793374884337,Bifidobacterium_breve_2,10,3,29
1,0.20486345389216482,MultiGenera,10,3,30
4,0.22965725793098454,MultiGenera,10,3,31
5,0.28595346517391507,MultiGenera,10,3,32
8,0.8405851111556855,Lactobacillus_crispatus_1,10,4,1
10,0.8117584386405232,Lactobacillus_crispatus_2,10,4,2
5,0.8643502635506987,Lactobacillus_crispatus_3,10,4,3
22,0.832163497025845,Lactobacillus_crispatus_4,10,4,4
29,0.8019165833754756,Lactobacillus_crispatus_5,10,4,5
18,0.8724524352608115,Lactobacillus_crispatus_6,10,4,6
28,0.7851632977693439,Lactobacillus_crispatus_7,10,4,7
20,0.8615226336749823,Lactobacillus_crispatus_8,10,4,8
42,0.6363056346136052,Lactobacillus_gasseri_1,10,4,9
39,0.6550759289434165,Lactobacillus_gasseri_2,10,4,10
15,0.6475698222098262,Lactobacillus_iners_1,10,4,11
26,0.3399071646441528,Lactobacillus_iners_1,10,4,12
6,0.7925033064856516,Lactobacillus_iners_2,10,4,13
14,0.4160064858224053,Lactobacillus_iners_2,10,4,14
3,0.6437070109366928,Lactobacillus_iners_4,10,4,15
11,0.732481416653051,Lactobacillus_iners_5,10,4,16
32,0.2740571312776832,Lactobacillus_iners_5,10,4,17
7,0.6937091744137587,Lactobacillus_iners_6,10,4,18
36,0.7592623851065965,Lactobacillus_iners_7,10,4,19
37,0.5156872153367233,Lactobacillus_jensenii_1,10,4,20
41,0.6945362463217604,Lactobacillus_jensenii_2,10,4,21
45,0.7044081809312849,Lactobacillus_jensenii_3,10,4,22
1,0.3834599655729295,UBA629_sp005465875_1,10,4,23
33,0.35553744845093355,UBA629_sp005465875_3,10,4,24
24,0.3796407402391252,UBA629_sp005465875_4,10,4,25
23,0.3457997240332236,Gardnerella_vaginalis_1,10,4,26
19,0.4658780758653562,Gardnerella_vaginalis_2,10,4,27
30,0.2637154659820307,Gardnerella_vaginalis_C_1,10,4,28
38,0.2399555720918428,Gardnerella_vaginalis_C_3,10,4,29
31,0.1968216844516225,Gardnerella_vaginalis_H_1,10,4,30
12,0.2719429812326088,Gardnerella_swidsinkii_1,10,4,31
17,0.26427529721869136,Gardnerella_swidsinkii_2,10,4,32
13,0.24685586936973547,Gardnerella_swidsinkii_7,10,4,33
40,0.5773695750892771,Gardnerella_piotii_1,10,4,34
34,0.20250632378561706,Prevotella_bivia,10,4,35
35,0.42457641331631196,Lactobacillus_paragasseri,10,4,36
25,0.3933641385218861,Limosilactobacillus_oris,10,4,37
43,0.580188131808472,Lactobacillus_mulieris_1,10,4,38
46,0.8004414200618999,Bifidobacterium_breve_2,10,4,39
9,0.4757902369790312,Bifidobacterium_dentium,10,4,40
2,0.20898779101009024,MultiGenera,10,4,41
4,0.18625867858632952,MultiGenera,10,4,42
16,0.21066177664042382,MultiGenera,10,4,43
21,0.20253023835815648,MultiGenera,10,4,44
27,0.2542966750751027,MultiGenera,10,4,45
44,0.37055074810920696,Trichomonas_vaginalis,10,4,46
10,0.8405851111556855,Lactobacillus_crispatus_1,11,0,1
11,0.8117584386405232,Lactobacillus_crispatus_2,11,0,2
7,0.8643502635506987,Lactobacillus_crispatus_3,11,0,3
15,0.832163497025845,Lactobacillus_crispatus_4,11,0,4
2,0.5543876219627708,Lactobacillus_crispatus_5,11,0,5
13,0.8724524352608115,Lactobacillus_crispatus_6,11,0,6
14,0.8615226336749823,Lactobacillus_crispatus_8,11,0,7
8,0.5393181463996819,Lactobacillus_iners_1,11,0,8
4,0.6423276083559297,Lactobacillus_iners_2,11,0,9
6,0.6437070109366928,Lactobacillus_iners_4,11,0,10
12,0.732481416653051,Lactobacillus_iners_5,11,0,11
9,0.6937091744137587,Lactobacillus_iners_6,11,0,12
5,0.3834599655729295,UBA629_sp005465875_1,11,0,13
3,0.2995183160310313,Gardnerella_vaginalis_2,11,0,14
1,0.2454554787606375,MultiGenera,11,0,15
10,0.8405851111556855,Lactobacillus_crispatus_1,11,1,1
11,0.8117584386405232,Lactobacillus_crispatus_2,11,1,2
7,0.8643502635506987,Lactobacillus_crispatus_3,11,1,3
15,0.832163497025845,Lactobacillus_crispatus_4,11,1,4
17,0.8019165833754756,Lactobacillus_crispatus_5,11,1,5
13,0.8724524352608115,Lactobacillus_crispatus_6,11,1,6
16,0.7851632977693439,Lactobacillus_crispatus_7,11,1,7
14,0.8615226336749823,Lactobacillus_crispatus_8,11,1,8
8,0.5393181463996819,Lactobacillus_iners_1,11,1,9
4,0.6423276083559297,Lactobacillus_iners_2,11,1,10
6,0.6437070109366928,Lactobacillus_iners_4,11,1,11
12,0.732481416653051,Lactobacillus_iners_5,11,1,12
9,0.6937091744137587,Lactobacillus_iners_6,11,1,13
2,0.5072308267439688,Lactobacillus_iners_7,11,1,14
5,0.3834599655729295,UBA629_sp005465875_1,11,1,15
3,0.2995183160310313,Gardnerella_vaginalis_2,11,1,16
1,0.2454554787606375,MultiGenera,11,1,17
10,0.8405851111556855,Lactobacillus_crispatus_1,11,2,1
11,0.8117584386405232,Lactobacillus_crispatus_2,11,2,2
7,0.8643502635506987,Lactobacillus_crispatus_3,11,2,3
17,0.832163497025845,Lactobacillus_crispatus_4,11,2,4
19,0.8019165833754756,Lactobacillus_crispatus_5,11,2,5
14,0.8724524352608115,Lactobacillus_crispatus_6,11,2,6
18,0.7851632977693439,Lactobacillus_crispatus_7,11,2,7
16,0.8615226336749823,Lactobacillus_crispatus_8,11,2,8
8,0.5393181463996819,Lactobacillus_iners_1,11,2,9
4,0.6423276083559297,Lactobacillus_iners_2,11,2,10
6,0.6437070109366928,Lactobacillus_iners_4,11,2,11
12,0.732481416653051,Lactobacillus_iners_5,11,2,12
9,0.6937091744137587,Lactobacillus_iners_6,11,2,13
20,0.7592623851065965,Lactobacillus_iners_7,11,2,14
5,0.3834599655729295,UBA629_sp005465875_1,11,2,15
15,0.4658780758653562,Gardnerella_vaginalis_2,11,2,16
13,0.2719429812326088,Gardnerella_swidsinkii_1,11,2,17
3,0.26770508568279994,Gardnerella_swidsinkii_2,11,2,18
2,0.48895663520105925,Lactobacillus_paragasseri,11,2,19
1,0.2454554787606375,MultiGenera,11,2,20
11,0.8405851111556855,Lactobacillus_crispatus_1,11,3,1
12,0.8117584386405232,Lactobacillus_crispatus_2,11,3,2
8,0.8643502635506987,Lactobacillus_crispatus_3,11,3,3
19,0.832163497025845,Lactobacillus_crispatus_4,11,3,4
23,0.8019165833754756,Lactobacillus_crispatus_5,11,3,5
16,0.8724524352608115,Lactobacillus_crispatus_6,11,3,6
22,0.7851632977693439,Lactobacillus_crispatus_7,11,3,7
18,0.8615226336749823,Lactobacillus_crispatus_8,11,3,8
30,0.6363056346136052,Lactobacillus_gasseri_1,11,3,9
27,0.6550759289434165,Lactobacillus_gasseri_2,11,3,10
9,0.5393181463996819,Lactobacillus_iners_1,11,3,11
3,0.6423276083559297,Lactobacillus_iners_2,11,3,12
7,0.6437070109366928,Lactobacillus_iners_4,11,3,13
13,0.732481416653051,Lactobacillus_iners_5,11,3,14
10,0.6937091744137587,Lactobacillus_iners_6,11,3,15
26,0.7592623851065965,Lactobacillus_iners_7,11,3,16
29,0.6945362463217604,Lactobacillus_jensenii_2,11,3,17
32,0.7044081809312849,Lactobacillus_jensenii_3,11,3,18
6,0.3834599655729295,UBA629_sp005465875_1,11,3,19
24,0.35553744845093355,UBA629_sp005465875_3,11,3,20
20,0.3796407402391252,UBA629_sp005465875_4,11,3,21
17,0.4658780758653562,Gardnerella_vaginalis_2,11,3,22
14,0.2719429812326088,Gardnerella_swidsinkii_1,11,3,23
15,0.26427529721869136,Gardnerella_swidsinkii_2,11,3,24
28,0.5773695750892771,Gardnerella_piotii_1,11,3,25
25,0.42457641331631196,Lactobacillus_paragasseri,11,3,26
21,0.3933641385218861,Limosilactobacillus_oris,11,3,27
31,0.580188131808472,Lactobacillus_mulieris_1,11,3,28
2,0.44419793374884337,Bifidobacterium_breve_2,11,3,29
1,0.20486345389216482,MultiGenera,11,3,30
4,0.22965725793098454,MultiGenera,11,3,31
5,0.28595346517391507,MultiGenera,11,3,32
8,0.8405851111556855,Lactobacillus_crispatus_1,11,4,1
10,0.8117584386405232,Lactobacillus_crispatus_2,11,4,2
5,0.8643502635506987,Lactobacillus_crispatus_3,11,4,3
22,0.832163497025845,Lactobacillus_crispatus_4,11,4,4
29,0.8019165833754756,Lactobacillus_crispatus_5,11,4,5
18,0.8724524352608115,Lactobacillus_crispatus_6,11,4,6
28,0.7851632977693439,Lactobacillus_crispatus_7,11,4,7
20,0.8615226336749823,Lactobacillus_crispatus_8,11,4,8
42,0.6363056346136052,Lactobacillus_gasseri_1,11,4,9
39,0.6550759289434165,Lactobacillus_gasseri_2,11,4,10
15,0.6475698222098262,Lactobacillus_iners_1,11,4,11
26,0.3399071646441528,Lactobacillus_iners_1,11,4,12
6,0.7925033064856516,Lactobacillus_iners_2,11,4,13
14,0.4160064858224053,Lactobacillus_iners_2,11,4,14
3,0.6437070109366928,Lactobacillus_iners_4,11,4,15
11,0.732481416653051,Lactobacillus_iners_5,11,4,16
32,0.2740571312776832,Lactobacillus_iners_5,11,4,17
7,0.6937091744137587,Lactobacillus_iners_6,11,4,18
37,0.7592623851065965,Lactobacillus_iners_7,11,4,19
41,0.6945362463217604,Lactobacillus_jensenii_2,11,4,20
45,0.7044081809312849,Lactobacillus_jensenii_3,11,4,21
1,0.3834599655729295,UBA629_sp005465875_1,11,4,22
34,0.35553744845093355,UBA629_sp005465875_3,11,4,23
24,0.3796407402391252,UBA629_sp005465875_4,11,4,24
23,0.3457997240332236,Gardnerella_vaginalis_1,11,4,25
19,0.4658780758653562,Gardnerella_vaginalis_2,11,4,26
30,0.2637154659820307,Gardnerella_vaginalis_C_1,11,4,27
38,0.2399555720918428,Gardnerella_vaginalis_C_3,11,4,28
31,0.1968216844516225,Gardnerella_vaginalis_H_1,11,4,29
12,0.2719429812326088,Gardnerella_swidsinkii_1,11,4,30
17,0.26427529721869136,Gardnerella_swidsinkii_2,11,4,31
13,0.24685586936973547,Gardnerella_swidsinkii_7,11,4,32
40,0.5773695750892771,Gardnerella_piotii_1,11,4,33
35,0.20250632378561706,Prevotella_bivia,11,4,34
36,0.42457641331631196,Lactobacillus_paragasseri,11,4,35
25,0.3933641385218861,Limosilactobacillus_oris,11,4,36
43,0.580188131808472,Lactobacillus_mulieris_1,11,4,37
33,0.6019763682837466,Bifidobacterium_breve_2,11,4,38
9,0.4757902369790312,Bifidobacterium_dentium,11,4,39
2,0.20898779101009024,MultiGenera,11,4,40
4,0.18625867858632952,MultiGenera,11,4,41
16,0.21066177664042382,MultiGenera,11,4,42
21,0.20253023835815648,MultiGenera,11,4,43
27,0.2542966750751027,MultiGenera,11,4,44
44,0.37055074810920696,Trichomonas_vaginalis,11,4,45
10,0.8405851111556855,Lactobacillus_crispatus_1,12,0,1
11,0.8117584386405232,Lactobacillus_crispatus_2,12,0,2
7,0.8643502635506987,Lactobacillus_crispatus_3,12,0,3
15,0.832163497025845,Lactobacillus_crispatus_4,12,0,4
2,0.5543876219627708,Lactobacillus_crispatus_5,12,0,5
13,0.8724524352608115,Lactobacillus_crispatus_6,12,0,6
14,0.8615226336749823,Lactobacillus_crispatus_8,12,0,7
8,0.5393181463996819,Lactobacillus_iners_1,12,0,8
4,0.6423276083559297,Lactobacillus_iners_2,12,0,9
6,0.6437070109366928,Lactobacillus_iners_4,12,0,10
12,0.732481416653051,Lactobacillus_iners_5,12,0,11
9,0.6937091744137587,Lactobacillus_iners_6,12,0,12
5,0.3834599655729295,UBA629_sp005465875_1,12,0,13
3,0.2995183160310313,Gardnerella_vaginalis_2,12,0,14
1,0.2454554787606375,MultiGenera,12,0,15
10,0.8405851111556855,Lactobacillus_crispatus_1,12,1,1
11,0.8117584386405232,Lactobacillus_crispatus_2,12,1,2
7,0.8643502635506987,Lactobacillus_crispatus_3,12,1,3
15,0.832163497025845,Lactobacillus_crispatus_4,12,1,4
17,0.8019165833754756,Lactobacillus_crispatus_5,12,1,5
13,0.8724524352608115,Lactobacillus_crispatus_6,12,1,6
16,0.7851632977693439,Lactobacillus_crispatus_7,12,1,7
14,0.8615226336749823,Lactobacillus_crispatus_8,12,1,8
8,0.5393181463996819,Lactobacillus_iners_1,12,1,9
4,0.6423276083559297,Lactobacillus_iners_2,12,1,10
6,0.6437070109366928,Lactobacillus_iners_4,12,1,11
12,0.732481416653051,Lactobacillus_iners_5,12,1,12
9,0.6937091744137587,Lactobacillus_iners_6,12,1,13
2,0.5072308267439688,Lactobacillus_iners_7,12,1,14
5,0.3834599655729295,UBA629_sp005465875_1,12,1,15
3,0.2995183160310313,Gardnerella_vaginalis_2,12,1,16
1,0.2454554787606375,MultiGenera,12,1,17
10,0.8405851111556855,Lactobacillus_crispatus_1,12,2,1
11,0.8117584386405232,Lactobacillus_crispatus_2,12,2,2
7,0.8643502635506987,Lactobacillus_crispatus_3,12,2,3
17,0.832163497025845,Lactobacillus_crispatus_4,12,2,4
19,0.8019165833754756,Lactobacillus_crispatus_5,12,2,5
14,0.8724524352608115,Lactobacillus_crispatus_6,12,2,6
18,0.7851632977693439,Lactobacillus_crispatus_7,12,2,7
16,0.8615226336749823,Lactobacillus_crispatus_8,12,2,8
8,0.5393181463996819,Lactobacillus_iners_1,12,2,9
4,0.6423276083559297,Lactobacillus_iners_2,12,2,10
6,0.6437070109366928,Lactobacillus_iners_4,12,2,11
12,0.732481416653051,Lactobacillus_iners_5,12,2,12
9,0.6937091744137587,Lactobacillus_iners_6,12,2,13
20,0.7592623851065965,Lactobacillus_iners_7,12,2,14
5,0.3834599655729295,UBA629_sp005465875_1,12,2,15
15,0.4658780758653562,Gardnerella_vaginalis_2,12,2,16
13,0.2719429812326088,Gardnerella_swidsinkii_1,12,2,17
3,0.26770508568279994,Gardnerella_swidsinkii_2,12,2,18
2,0.48895663520105925,Lactobacillus_paragasseri,12,2,19
1,0.2454554787606375,MultiGenera,12,2,20
11,0.8405851111556855,Lactobacillus_crispatus_1,12,3,1
12,0.8117584386405232,Lactobacillus_crispatus_2,12,3,2
8,0.8643502635506987,Lactobacillus_crispatus_3,12,3,3
19,0.832163497025845,Lactobacillus_crispatus_4,12,3,4
23,0.8019165833754756,Lactobacillus_crispatus_5,12,3,5
16,0.8724524352608115,Lactobacillus_crispatus_6,12,3,6
22,0.7851632977693439,Lactobacillus_crispatus_7,12,3,7
18,0.8615226336749823,Lactobacillus_crispatus_8,12,3,8
30,0.6363056346136052,Lactobacillus_gasseri_1,12,3,9
27,0.6550759289434165,Lactobacillus_gasseri_2,12,3,10
9,0.5393181463996819,Lactobacillus_iners_1,12,3,11
3,0.6423276083559297,Lactobacillus_iners_2,12,3,12
7,0.6437070109366928,Lactobacillus_iners_4,12,3,13
13,0.732481416653051,Lactobacillus_iners_5,12,3,14
10,0.6937091744137587,Lactobacillus_iners_6,12,3,15
26,0.7592623851065965,Lactobacillus_iners_7,12,3,16
29,0.6945362463217604,Lactobacillus_jensenii_2,12,3,17
32,0.7044081809312849,Lactobacillus_jensenii_3,12,3,18
6,0.3834599655729295,UBA629_sp005465875_1,12,3,19
24,0.35553744845093355,UBA629_sp005465875_3,12,3,20
20,0.3796407402391252,UBA629_sp005465875_4,12,3,21
17,0.4658780758653562,Gardnerella_vaginalis_2,12,3,22
14,0.2719429812326088,Gardnerella_swidsinkii_1,12,3,23
15,0.26427529721869136,Gardnerella_swidsinkii_2,12,3,24
28,0.5773695750892771,Gardnerella_piotii_1,12,3,25
25,0.42457641331631196,Lactobacillus_paragasseri,12,3,26
21,0.3933641385218861,Limosilactobacillus_oris,12,3,27
31,0.580188131808472,Lactobacillus_mulieris_1,12,3,28
2,0.44419793374884337,Bifidobacterium_breve_2,12,3,29
1,0.20486345389216482,MultiGenera,12,3,30
4,0.22965725793098454,MultiGenera,12,3,31
5,0.28595346517391507,MultiGenera,12,3,32
8,0.8405851111556855,Lactobacillus_crispatus_1,12,4,1
10,0.8117584386405232,Lactobacillus_crispatus_2,12,4,2
5,0.8643502635506987,Lactobacillus_crispatus_3,12,4,3
22,0.832163497025845,Lactobacillus_crispatus_4,12,4,4
29,0.8019165833754756,Lactobacillus_crispatus_5,12,4,5
18,0.8724524352608115,Lactobacillus_crispatus_6,12,4,6
28,0.7851632977693439,Lactobacillus_crispatus_7,12,4,7
20,0.8615226336749823,Lactobacillus_crispatus_8,12,4,8
42,0.6363056346136052,Lactobacillus_gasseri_1,12,4,9
39,0.6550759289434165,Lactobacillus_gasseri_2,12,4,10
15,0.6475698222098262,Lactobacillus_iners_1,12,4,11
26,0.3399071646441528,Lactobacillus_iners_1,12,4,12
6,0.7925033064856516,Lactobacillus_iners_2,12,4,13
14,0.4160064858224053,Lactobacillus_iners_2,12,4,14
3,0.6437070109366928,Lactobacillus_iners_4,12,4,15
11,0.732481416653051,Lactobacillus_iners_5,12,4,16
32,0.2740571312776832,Lactobacillus_iners_5,12,4,17
7,0.6937091744137587,Lactobacillus_iners_6,12,4,18
37,0.7592623851065965,Lactobacillus_iners_7,12,4,19
41,0.6945362463217604,Lactobacillus_jensenii_2,12,4,20
45,0.7044081809312849,Lactobacillus_jensenii_3,12,4,21
1,0.3834599655729295,UBA629_sp005465875_1,12,4,22
34,0.35553744845093355,UBA629_sp005465875_3,12,4,23
24,0.3796407402391252,UBA629_sp005465875_4,12,4,24
23,0.3457997240332236,Gardnerella_vaginalis_1,12,4,25
19,0.4658780758653562,Gardnerella_vaginalis_2,12,4,26
30,0.2637154659820307,Gardnerella_vaginalis_C_1,12,4,27
38,0.2399555720918428,Gardnerella_vaginalis_C_3,12,4,28
31,0.1968216844516225,Gardnerella_vaginalis_H_1,12,4,29
12,0.2719429812326088,Gardnerella_swidsinkii_1,12,4,30
17,0.26427529721869136,Gardnerella_swidsinkii_2,12,4,31
13,0.24685586936973547,Gardnerella_swidsinkii_7,12,4,32
40,0.5773695750892771,Gardnerella_piotii_1,12,4,33
35,0.20250632378561706,Prevotella_bivia,12,4,34
36,0.42457641331631196,Lactobacillus_paragasseri,12,4,35
25,0.3933641385218861,Limosilactobacillus_oris,12,4,36
43,0.580188131808472,Lactobacillus_mulieris_1,12,4,37
33,0.6019763682837466,Bifidobacterium_breve_2,12,4,38
9,0.4757902369790312,Bifidobacterium_dentium,12,4,39
2,0.20898779101009024,MultiGenera,12,4,40
4,0.18625867858632952,MultiGenera,12,4,41
16,0.21066177664042382,MultiGenera,12,4,42
21,0.20253023835815648,MultiGenera,12,4,43
27,0.2542966750751027,MultiGenera,12,4,44
44,0.37055074810920696,Trichomonas_vaginalis,12,4,45
10,0.8405851111556855,Lactobacillus_crispatus_1,13,0,1
11,0.8117584386405232,Lactobacillus_crispatus_2,13,0,2
7,0.8643502635506987,Lactobacillus_crispatus_3,13,0,3
15,0.832163497025845,Lactobacillus_crispatus_4,13,0,4
2,0.5543876219627708,Lactobacillus_crispatus_5,13,0,5
13,0.8724524352608115,Lactobacillus_crispatus_6,13,0,6
14,0.8615226336749823,Lactobacillus_crispatus_8,13,0,7
8,0.5393181463996819,Lactobacillus_iners_1,13,0,8
4,0.6423276083559297,Lactobacillus_iners_2,13,0,9
6,0.6437070109366928,Lactobacillus_iners_4,13,0,10
12,0.732481416653051,Lactobacillus_iners_5,13,0,11
9,0.6937091744137587,Lactobacillus_iners_6,13,0,12
5,0.3834599655729295,UBA629_sp005465875_1,13,0,13
3,0.2995183160310313,Gardnerella_vaginalis_2,13,0,14
1,0.2454554787606375,MultiGenera,13,0,15
10,0.8405851111556855,Lactobacillus_crispatus_1,13,1,1
11,0.8117584386405232,Lactobacillus_crispatus_2,13,1,2
7,0.8643502635506987,Lactobacillus_crispatus_3,13,1,3
15,0.832163497025845,Lactobacillus_crispatus_4,13,1,4
17,0.8019165833754756,Lactobacillus_crispatus_5,13,1,5
13,0.8724524352608115,Lactobacillus_crispatus_6,13,1,6
16,0.7851632977693439,Lactobacillus_crispatus_7,13,1,7
14,0.8615226336749823,Lactobacillus_crispatus_8,13,1,8
8,0.5393181463996819,Lactobacillus_iners_1,13,1,9
4,0.6423276083559297,Lactobacillus_iners_2,13,1,10
6,0.6437070109366928,Lactobacillus_iners_4,13,1,11
12,0.732481416653051,Lactobacillus_iners_5,13,1,12
9,0.6937091744137587,Lactobacillus_iners_6,13,1,13
2,0.5072308267439688,Lactobacillus_iners_7,13,1,14
5,0.3834599655729295,UBA629_sp005465875_1,13,1,15
3,0.2995183160310313,Gardnerella_vaginalis_2,13,1,16
1,0.2454554787606375,MultiGenera,13,1,17
10,0.8405851111556855,Lactobacillus_crispatus_1,13,2,1
11,0.8117584386405232,Lactobacillus_crispatus_2,13,2,2
7,0.8643502635506987,Lactobacillus_crispatus_3,13,2,3
17,0.832163497025845,Lactobacillus_crispatus_4,13,2,4
19,0.8019165833754756,Lactobacillus_crispatus_5,13,2,5
14,0.8724524352608115,Lactobacillus_crispatus_6,13,2,6
18,0.7851632977693439,Lactobacillus_crispatus_7,13,2,7
16,0.8615226336749823,Lactobacillus_crispatus_8,13,2,8
8,0.5393181463996819,Lactobacillus_iners_1,13,2,9
4,0.6423276083559297,Lactobacillus_iners_2,13,2,10
6,0.6437070109366928,Lactobacillus_iners_4,13,2,11
12,0.732481416653051,Lactobacillus_iners_5,13,2,12
9,0.6937091744137587,Lactobacillus_iners_6,13,2,13
20,0.7592623851065965,Lactobacillus_iners_7,13,2,14
5,0.3834599655729295,UBA629_sp005465875_1,13,2,15
15,0.4658780758653562,Gardnerella_vaginalis_2,13,2,16
13,0.2719429812326088,Gardnerella_swidsinkii_1,13,2,17
3,0.26770508568279994,Gardnerella_swidsinkii_2,13,2,18
2,0.48895663520105925,Lactobacillus_paragasseri,13,2,19
1,0.2454554787606375,MultiGenera,13,2,20
11,0.8405851111556855,Lactobacillus_crispatus_1,13,3,1
12,0.8117584386405232,Lactobacillus_crispatus_2,13,3,2
8,0.8643502635506987,Lactobacillus_crispatus_3,13,3,3
19,0.832163497025845,Lactobacillus_crispatus_4,13,3,4
23,0.8019165833754756,Lactobacillus_crispatus_5,13,3,5
16,0.8724524352608115,Lactobacillus_crispatus_6,13,3,6
22,0.7851632977693439,Lactobacillus_crispatus_7,13,3,7
18,0.8615226336749823,Lactobacillus_crispatus_8,13,3,8
30,0.6363056346136052,Lactobacillus_gasseri_1,13,3,9
27,0.6550759289434165,Lactobacillus_gasseri_2,13,3,10
9,0.5393181463996819,Lactobacillus_iners_1,13,3,11
3,0.6423276083559297,Lactobacillus_iners_2,13,3,12
7,0.6437070109366928,Lactobacillus_iners_4,13,3,13
13,0.732481416653051,Lactobacillus_iners_5,13,3,14
10,0.6937091744137587,Lactobacillus_iners_6,13,3,15
26,0.7592623851065965,Lactobacillus_iners_7,13,3,16
